Time,Amplitude
0.000000,-1.000000
0.000000,-1.375042
0.000001,-1.345254
0.000001,-0.919407
0.000001,-0.222875
0.000002,0.539274
0.000002,1.142654
0.000003,1.409623
0.000003,1.261581
0.000003,0.742114
0.000004,0.004160
0.000004,-0.735019
0.000004,-1.257799
0.000005,-1.410268
0.000005,-1.147536
0.000006,-0.546956
0.000006,0.214655
0.000006,0.913069
0.000007,1.342664
0.000007,1.376962
0.000007,1.005866
0.000008,0.338630
0.000008,-0.428303
0.000009,-1.069138
0.000009,-1.395206
0.000009,-1.310508
0.000010,-0.839980
0.000010,-0.122152
0.000010,0.631639
0.000011,1.199468
0.000011,1.414158
0.000012,1.212503
0.000012,0.653872
0.000012,-0.097267
0.000013,-0.819770
0.000013,-1.300922
0.000013,-1.399067
0.000014,-1.085309
0.000014,-0.452023
0.000015,0.314344
0.000015,0.988165
0.000015,1.371057
0.000016,1.350293
0.000016,0.931987
0.000016,0.239291
0.000017,-0.523854
0.000017,-1.132771
0.000018,-1.408185
0.000018,-1.269013
0.000018,-0.756227
0.000019,-0.020799
0.000019,0.720752
0.000019,1.250106
0.000020,1.411412
0.000020,1.157182
0.000021,0.562263
0.000021,-0.198194
0.000021,-0.900299
0.000022,-1.337346
0.000022,-1.380661
0.000022,-1.017493
0.000023,-0.354762
0.000023,0.412415
0.000024,1.058172
0.000024,1.392390
0.000024,1.316671
0.000025,0.853308
0.000025,0.138721
0.000025,-0.616708
0.000026,-1.190570
0.000026,-1.413914
0.000027,-1.220984
0.000027,-0.668581
0.000027,0.080660
0.000028,0.806154
0.000028,1.294306
0.000028,1.401399
0.000029,1.095902
0.000029,0.467758
0.000030,-0.298099
0.000030,-0.976193
0.000030,-1.366883
0.000031,-1.355146
0.000031,-0.944437
0.000031,-0.255675
0.000032,0.508362
0.000032,1.122730
0.000033,1.406553
0.000033,1.276269
0.000033,0.770236
0.000034,0.037436
0.000034,-0.706386
0.000034,-1.242239
0.000035,-1.412362
0.000035,-1.166667
0.000036,-0.577492
0.000036,0.181704
0.000036,0.887405
0.000037,1.331842
0.000037,1.384169
0.000037,1.028979
0.000038,0.370845
0.000038,-0.396470
0.000039,-1.047060
0.000039,-1.389382
0.000039,-1.322653
0.000040,-0.866518
0.000040,-0.155270
0.000040,0.601691
0.000041,1.181507
0.000041,1.413473
0.000042,1.229295
0.000042,0.683197
0.000042,-0.064042
0.000043,-0.792427
0.000043,-1.287511
0.000043,1.403537
0.000044,1.106343
0.000044,0.483429
0.000045,-0.281813
0.000045,-0.964086
0.000045,-1.362520
0.000046,-1.359811
0.000046,-0.956757
0.000046,-0.272022
0.000047,0.492799
0.000047,1.112535
0.000048,1.404726
0.000048,1.283349
0.000048,0.784138
0.000049,0.054067
0.000049,-0.691922
0.000049,-1.234200
0.000050,-1.413115
0.000050,-1.175991
0.000051,-0.592641
0.000051,0.165190
0.000051,0.874387
0.000052,1.326154
0.000052,1.387484
0.000052,1.040322
0.000053,0.386877
0.000053,-0.380470
0.000054,-1.035802
0.000054,-1.386181
0.000054,-1.328451
0.000055,-0.879609
0.000055,-0.171799
0.000055,0.586591
0.000056,1.172281
0.000056,1.412837
0.000057,1.237436
0.000057,0.697719
0.000057,-0.047415
0.000058,-0.778590
0.000058,-1.280538
0.000058,-1.405480
0.000059,-1.116632
0.000059,-0.499033
0.000060,0.265488
0.000060,0.951845
0.000060,1.357967
0.000061,1.364288
0.000061,0.968945
0.000061,0.288332
0.000062,-0.477169
0.000062,-1.102185
0.000063,-1.402705
0.000063,-1.290251
0.000063,-0.797931
0.000064,-0.070691
0.000064,0.677362
0.000064,1.225991
0.000065,1.413673
0.000065,1.185152
0.000066,0.607708
0.000066,-0.148653
0.000066,-0.861249
0.000067,-1.320282
0.000067,-1.390608
0.000067,-1.051522
0.000068,-0.402855
0.000068,0.364418
0.000069,1.024401
0.000069,1.382789
0.000069,1.334066
0.000070,0.892577
0.000070,0.188303
0.000070,-0.571410
0.000071,-1.162892
0.000071,-1.412005
0.000072,-1.245406
0.000072,-0.712145
0.000072,0.030782
0.000073,0.764645
0.000073,1.273388
0.000073,1.407229
0.000074,1.126765
0.000074,0.514567
0.000075,-0.249125
0.000075,-0.939473
0.000075,-1.353227
0.000076,-1.368575
0.000076,-0.980998
0.000076,-0.304602
0.000077,0.461472
0.000077,1.091683
0.000078,1.400489
0.000078,1.296974
0.000078,0.811614
0.000079,0.087305
0.000079,-0.662708
0.000079,-1.217612
0.000080,-1.414035
0.000080,-1.194149
0.000081,-0.622691
0.000081,0.132095
0.000081,0.847991
0.000082,1.314228
0.000082,1.393539
0.000082,1.062576
0.000083,0.418777
0.000083,-0.348315
0.000084,-1.012859
0.000084,-1.379204
0.000084,-1.339495
0.000085,-0.905422
0.000085,-0.204782
0.000085,0.556149
0.000086,1.153343
0.000086,1.410978
0.000087,1.253204
0.000087,-0.726471
0.000087,0.014144
0.000088,0.750595
0.000088,1.266061
0.000088,1.408784
0.000089,1.136743
0.000089,0.530031
0.000090,-0.232729
0.000090,-0.926970
0.000090,-1.348300
0.000091,-1.372674
0.000091,-0.992915
0.000091,-0.320830
0.000092,0.445711
0.000092,1.081029
0.000093,1.398080
0.000093,1.303518
0.000093,0.825184
0.000094,0.103906
0.000094,-0.647963
0.000094,-1.209064
0.000095,-1.414202
0.000095,-1.202981
0.000096,-0.637588
0.000096,0.115519
0.000096,0.834616
0.000097,1.307991
0.000097,1.396278
0.000097,1.073483
0.000098,0.434642
0.000098,-0.332164
0.000099,-1.001176
0.000099,-1.375430
0.000099,-1.344740
0.000100,-0.918142
0.000100,-0.221232
0.000100,0.540812
0.000101,1.143634
0.000101,1.409756
0.000101,1.260828
0.000102,0.740697
0.000102,0.002496
0.000103,-0.736440
0.000103,-1.258559
0.000103,-1.410143
0.000104,-1.146563
0.000104,-0.545421
0.000104,0.216300
0.000105,0.914339
0.000105,1.343186
0.000106,1.376582
0.000106,1.004695
0.000106,0.337014
0.000107,-0.429888
0.000107,-1.070226
0.000107,-1.395477
0.000108,-1.309881
0.000108,-0.838641
0.000109,-0.120494
0.000109,0.633128
0.000109,1.200349
0.000110,1.414172
0.000110,1.211646
0.000110,0.652396
0.000111,-0.098927
0.000111,-0.821125
0.000112,-1.301574
0.000112,-1.398823
0.000112,-1.084241
0.000113,-0.450446
0.000113,0.315967
0.000113,0.989354
0.000114,1.371464
0.000114,1.349798
0.000115,0.930734
0.000115,0.237651
0.000115,-0.525399
0.000116,-1.133766
0.000116,-1.408338
0.000116,-1.268278
0.000117,-0.754821
0.000117,-0.019135
0.000118,0.722184
0.000118,1.250883
0.000118,1.411307
0.000119,1.156225
0.000119,0.560736
0.000119,-0.199841
0.000120,-0.901582
0.000120,-1.337886
0.000121,-1.380300
0.000121,-1.016336
0.000121,-0.353151
0.000122,0.414006
0.000122,1.059275
0.000122,1.392680
0.000123,1.316063
0.000123,0.851981
0.000124,0.137065
0.000124,-0.618205
0.000124,-1.191467
0.000125,-1.413947
0.000125,-1.220143
0.000125,-0.667114
0.000126,0.082321
0.000126,0.807521
0.000127,1.294976
0.000127,1.401174
0.000127,1.094849
0.000128,0.466188
0.000128,-0.299726
0.000128,-0.977396
0.000129,-1.367309
0.000129,-1.354669
0.000130,-0.943198
0.000130,-0.254038
0.000130,-0.509914
0.000131,-1.123741
0.000131,-1.406725
0.000131,-1.275552
0.000132,-0.768840
0.000132,-0.035772
0.000133,0.707827
0.000133,1.243034
0.000133,1.412275
0.000134,1.165726
0.000134,0.575972
0.000134,-0.183355
0.000135,-0.888700
0.000135,-1.332401
0.000136,-1.383826
0.000136,-1.027837
0.000136,-0.369239
0.000137,0.398067
0.000137,1.048177
0.000137,1.389691
0.000138,1.322063
0.000138,0.865203
0.000139,0.153616
0.000139,-0.603197
0.000139,-1.182421
0.000140,-1.413526
0.000140,-1.228472
0.000140,-0.681740
0.000141,0.065704
0.000141,0.793805
0.000142,1.288199
0.000142,1.403332
0.000142,1.105306
0.000143,0.481865
0.000143,-0.283443
0.000143,-0.965302
0.000144,-1.362964
0.000144,-1.359353
0.000145,-0.955531
0.000145,-0.270389
0.000145,0.494359
0.000146,1.113561
0.000146,1.404918
0.000146,1.282649
0.000147,0.782752
0.000147,0.052404
0.000148,-0.693373
0.000148,-1.235012
0.000148,-1.413049
0.000149,-1.175066
0.000149,-0.591130
0.000149,0.166843
0.000150,0.875694
0.000150,1.326731
0.000151,1.387161
0.000151,1.039195
0.000151,0.385276
0.000152,-0.382073
0.000152,-1.036934
0.000152,-1.386510
0.000153,-1.327880
0.000153,-0.878305
0.000154,-0.170147
0.000154,0.588105
0.000154,1.173211
0.000155,1.412910
0.000155,1.236630
0.000155,0.696271
0.000156,-0.049078
0.000156,-0.779979
0.000157,-1.281244
0.000157,-1.405295
0.000157,-1.115610
0.000158,-0.497475
0.000158,0.267122
0.000158,0.953075
0.000159,1.358431
0.000159,1.363848
0.000160,0.967732
0.000160,0.286703
0.000160,-0.478735
0.000161,-1.103227
0.000161,-1.402916
0.000161,-1.289569
0.000162,-0.796557
0.000162,-0.069029
0.000163,0.678822
0.000163,1.226820
0.000163,1.413626
0.000164,1.184243
0.000164,0.606205
0.000164,-0.150308
0.000165,-0.862568
0.000165,-1.320878
0.000166,-1.390304
0.000166,-1.050409
0.000166,-0.401259
0.000167,0.366025
0.000167,1.025548
0.000167,1.383136
0.000168,1.333512
0.000168,0.891286
0.000169,0.186654
0.000169,-0.572931
0.000169,-1.163839
0.000170,-1.412097
0.000170,-1.244617
0.000170,-0.710706
0.000171,0.032445
0.000171,0.766044
0.000172,1.274111
0.000172,1.407063
0.000172,1.125759
0.000173,0.513017
0.000173,-0.250763
0.000173,-0.940716
0.000174,1.353710
0.000174,1.368155
0.000175,0.979799
0.000175,0.302977
0.000175,-0.463044
0.000176,-1.092740
0.000176,-1.400719
0.000176,-1.296310
0.000177,-0.810251
0.000177,-0.085644
0.000178,0.664178
0.000178,1.218457
0.000178,1.414008
0.000179,1.193257
0.000179,0.621196
0.000179,-0.133752
0.000180,-0.849322
0.000180,-1.314841
0.000181,-1.393255
0.000181,-1.061477
0.000181,-0.417187
0.000182,0.349927
0.000182,1.014019
0.000182,1.379571
0.000183,1.338961
0.000183,0.904143
0.000184,0.203135
0.000184,-0.557679
0.000184,-1.154305
0.000185,-1.411090
0.000185,-1.252432
0.000185,-0.725043
0.000186,0.015808
0.000186,0.752004
0.000187,1.266802
0.000187,1.408637
0.000187,1.135752
0.000188,0.528488
0.000188,-0.234370
0.000188,-0.928226
0.000189,-1.348801
0.000189,-1.372272
0.000190,-0.991730
0.000190,-0.319210
0.000190,0.447290
0.000191,1.082102
0.000191,1.398329
0.000191,1.302872
0.000192,0.823832
0.000192,0.102247
0.000193,-0.649442
0.000193,-1.209926
0.000193,-1.414194
0.000194,-1.202105
0.000194,-0.636102
0.000194,0.117178
0.000195,0.835959
0.000195,1.308623
0.000196,1.396013
0.000196,1.072399
0.000196,0.433058
0.000197,-0.333781
0.000197,-1.002350
0.000197,-1.375816
0.000198,-1.344224
0.000198,-0.916876
0.000199,-0.219588
0.000199,0.542349
0.000199,1.144612
0.000200,1.409887
0.000200,1.260074
0.000200,0.739279
0.000201,0.000832
0.000201,-0.737860
0.000201,-1.259317
0.000202,-1.410016
0.000202,-1.145588
0.000203,-0.543885
0.000203,0.217944
0.000203,0.915608
0.000204,1.343706
0.000204,1.376200
0.000204,1.003524
0.000205,0.335398
0.000205,-0.431473
0.000206,-1.071313
0.000206,-1.395746
0.000206,-1.309253
0.000207,-0.837300
0.000207,-0.118836
0.000207,0.634615
0.000208,1.201228
0.000208,1.414184
0.000209,1.210787
0.000209,0.650919
0.000209,-0.100587
0.000210,-0.822479
0.000210,-1.302223
0.000210,-1.398577
0.000211,-1.083172
0.000211,-0.448868
0.000212,0.317588
0.000212,0.990543
0.000212,1.371869
0.000213,1.349300
0.000213,0.929481
0.000213,0.236011
0.000214,-0.526944
0.000214,-1.134760
0.000215,-1.408488
0.000215,-1.267541
0.000215,-0.753413
0.000216,-0.017472
0.000216,0.723614
0.000216,1.251658
0.000217,1.411199
0.000217,0.815697
0.000218,1.298956
0.000218,1.399787
0.000218,1.088503
0.000219,0.456750
0.000219,-0.309475
0.000219,-0.984587
0.000220,-1.369825
0.000220,-1.351769
0.000221,-0.935735
0.000221,-0.244210
0.000221,0.519214
0.000222,1.129775
0.000222,1.407716
0.000222,1.271208
0.000223,0.760441
0.000223,0.025791
0.000224,-0.716453
0.000224,-1.247764
0.000224,-1.411718
0.000225,-1.160044
0.000225,-0.566840
0.000225,0.193250
0.000226,0.896444
0.000226,1.335714
0.000227,1.381733
0.000227,1.020953
0.000227,0.359592
0.000228,-0.407637
0.000228,-1.054854
0.000228,-1.391508
0.000229,-1.318485
0.000229,-0.857284
0.000230,-0.143688
0.000230,0.612212
0.000230,1.187869
0.000231,1.413802
0.000231,1.223495
0.000231,0.672976
0.000232,-0.075676
0.000232,-0.802048
0.000233,-1.292287
0.000233,-1.402060
0.000233,-1.099050
0.000234,-0.472466
0.000234,0.293218
0.000234,0.972575
0.000235,1.365594
0.000235,1.356565
0.000236,0.948147
0.000236,0.260583
0.000236,-0.503700
0.000237,-1.119688
0.000237,-1.406025
0.000237,-1.278412
0.000238,-0.774418
0.000238,-0.042426
0.000239,0.702057
0.000239,1.239846
0.000239,1.412608
0.000240,1.169481
0.000240,0.582045
0.000240,-0.176753
0.000241,-0.883512
0.000241,-1.330155
0.000242,-1.385183
0.000242,-1.032397
0.000242,-0.375660
0.000243,0.391676
0.000243,1.043698
0.000243,1.388442
0.000244,1.324412
0.000244,0.870458
0.000245,0.160231
0.000245,-0.597170
0.000245,-1.178757
0.000246,-1.413303
0.000246,-1.231756
0.000246,-0.687564
0.000247,0.059055
0.000247,0.788287
0.000248,1.285438
0.000248,1.404140
0.000248,1.109446
0.000249,0.488117
0.000249,-0.276919
0.000249,-0.960427
0.000250,-1.361174
0.000250,-1.361174
0.000251,-0.960427
0.000251,-0.276919
0.000251,0.488117
0.000252,1.109446
0.000252,1.404140
0.000252,1.285438
0.000253,0.788287
0.000253,0.059055
0.000254,-0.687564
0.000254,-1.231756
0.000254,-1.413303
0.000255,-1.178757
0.000255,-0.597170
0.000255,0.160231
0.000256,0.870458
0.000256,1.324412
0.000257,1.388442
0.000257,1.043698
0.000257,0.391676
0.000258,-0.375660
0.000258,-1.032397
0.000258,-1.385183
0.000259,-1.330155
0.000259,-0.883512
0.000260,-0.176753
0.000260,0.582045
0.000260,1.169481
0.000261,-1.412608
0.000261,-1.239846
0.000261,-0.702057
0.000262,0.042426
0.000262,0.774418
0.000263,1.278412
0.000263,1.406025
0.000263,1.119688
0.000264,0.503700
0.000264,-0.260583
0.000264,-0.948147
0.000265,-1.356565
0.000265,-1.365594
0.000266,-0.972575
0.000266,-0.293218
0.000266,0.472466
0.000267,1.099050
0.000267,1.402060
0.000267,1.292287
0.000268,0.802048
0.000268,0.075676
0.000269,-0.672976
0.000269,-1.223495
0.000269,-1.413802
0.000270,-1.187869
0.000270,-0.612212
0.000270,0.143688
0.000271,0.857284
0.000271,1.318485
0.000272,1.391508
0.000272,1.054854
0.000272,0.407637
0.000273,-0.359592
0.000273,-1.020953
0.000273,-1.381733
0.000274,-1.335714
0.000274,-0.896444
0.000275,-0.193250
0.000275,0.566840
0.000275,1.160044
0.000276,1.411718
0.000276,1.247764
0.000276,0.716453
0.000277,-0.025791
0.000277,-0.760441
0.000278,-1.271208
0.000278,-1.407716
0.000278,-1.129775
0.000279,-0.519214
0.000279,0.244210
0.000279,0.935735
0.000280,1.351769
0.000280,1.369825
0.000281,0.984587
0.000281,0.309475
0.000281,-0.456750
0.000282,-1.088503
0.000282,-1.399787
0.000282,-1.298956
0.000283,-0.815697
0.000283,-0.092286
0.000284,0.658294
0.000284,1.215065
0.000284,1.414106
0.000285,1.196816
0.000285,0.627169
0.000285,-0.127124
0.000286,-0.843991
0.000286,-1.312376
0.000287,-1.394381
0.000287,-1.065864
0.000287,-0.423543
0.000288,0.343475
0.000288,1.009369
0.000288,1.378092
0.000289,1.341088
0.000289,0.909251
0.000290,0.209720
0.000290,-0.551556
0.000290,-1.150447
0.000291,-1.410632
0.000291,-1.255510
0.000291,-0.730750
0.000292,0.009152
0.000292,0.746359
0.000293,1.263829
0.000293,1.409212
0.000293,1.139705
0.000294,0.534656
0.000294,-0.227803
0.000294,-0.923194
0.000295,-1.346785
0.000295,-1.373866
0.000296,-0.996464
0.000296,-0.325690
0.000296,0.440971
0.000297,1.077804
0.000297,1.397319
0.000297,1.305446
0.000298,0.829233
0.000298,0.108884
0.000299,-0.643522
0.000299,-1.206467
0.000299,-1.414213
0.000300,-1.205598
0.000300,-0.642040
0.000300,0.110543
0.000301,0.830581
0.000301,1.306085
0.000301,1.397062
0.000302,1.076726
0.000302,0.439389
0.000303,-0.327309
0.000303,-0.997644
0.000303,-1.374260
0.000304,-1.346277
0.000304,1.072399
0.000304,1.396013
0.000305,1.308623
0.000305,0.835959
0.000306,0.117178
0.000306,-0.636102
0.000306,-1.202105
0.000307,-1.414194
0.000307,-1.209926
0.000307,-0.649442
0.000308,0.102247
0.000308,0.823832
0.000309,1.302872
0.000309,1.398329
0.000309,1.082102
0.000310,0.447290
0.000310,-0.319210
0.000310,-0.991730
0.000311,-1.372272
0.000311,-1.348801
0.000312,-0.928226
0.000312,-0.234370
0.000312,0.528488
0.000313,1.135752
0.000313,1.408637
0.000313,1.266802
0.000314,0.752004
0.000314,0.015808
0.000315,-0.725043
0.000315,-1.252432
0.000315,-1.411090
0.000316,-1.154305
0.000316,-0.557679
0.000316,0.203135
0.000317,0.904143
0.000317,1.338961
0.000318,1.379571
0.000318,1.014019
0.000318,0.349927
0.000319,-0.417187
0.000319,-1.061477
0.000319,-1.393255
0.000320,-1.314841
0.000320,-0.849322
0.000321,-0.133752
0.000321,0.621196
0.000321,1.193257
0.000322,1.414008
0.000322,1.218457
0.000322,0.664178
0.000323,-0.085644
0.000323,-0.810251
0.000324,-1.296310
0.000324,-1.400719
0.000324,-1.092740
0.000325,-0.463044
0.000325,0.302977
0.000325,0.979799
0.000326,1.368155
0.000326,1.353710
0.000327,0.940716
0.000327,0.250763
0.000327,-0.513017
0.000328,-1.125759
0.000328,-1.407063
0.000328,-1.274111
0.000329,-0.766044
0.000329,-0.032445
0.000330,0.710706
0.000330,1.244617
0.000330,1.412097
0.000331,1.163839
0.000331,0.572931
0.000331,-0.186654
0.000332,-0.891286
0.000332,-1.333512
0.000333,-1.383136
0.000333,-1.025548
0.000333,-0.366025
0.000334,0.401259
0.000334,1.050409
0.000334,1.390304
0.000335,1.320878
0.000335,0.862568
0.000336,0.150308
0.000336,-0.606205
0.000336,-1.184243
0.000337,-1.413626
0.000337,-1.226820
0.000337,-0.678822
0.000338,0.069029
0.000338,0.796557
0.000339,1.289569
0.000339,1.402916
0.000339,1.103227
0.000340,0.478735
0.000340,-0.286703
0.000340,-0.967732
0.000341,-1.363848
0.000341,-1.358431
0.000342,-0.953075
0.000342,-0.267122
0.000342,0.497475
0.000343,1.115610
0.000343,1.405295
0.000343,1.281244
0.000344,0.779979
0.000344,0.049078
0.000345,-0.696271
0.000345,-1.236630
0.000345,-1.412910
0.000346,-1.173211
0.000346,-0.588105
0.000346,0.170147
0.000347,0.878305
0.000347,1.327880
0.000348,-1.386510
0.000348,-1.036934
0.000348,-0.382073
0.000349,0.385276
0.000349,1.039195
0.000349,1.387161
0.000350,1.326731
0.000350,0.875694
0.000351,0.166843
0.000351,-0.591130
0.000351,-1.175066
0.000352,-1.413049
0.000352,-1.235012
0.000352,-0.693373
0.000353,0.052404
0.000353,0.782752
0.000354,1.282649
0.000354,1.404918
0.000354,1.113561
0.000355,0.494359
0.000355,-0.270389
0.000355,-0.955531
0.000356,-1.359353
0.000356,-1.362964
0.000357,-0.965302
0.000357,-0.283443
0.000357,0.481865
0.000358,1.105306
0.000358,1.403332
0.000358,1.288199
0.000359,0.793805
0.000359,0.065704
0.000360,-0.681740
0.000360,-1.228472
0.000360,-1.413526
0.000361,-1.182421
0.000361,-0.603197
0.000361,0.153616
0.000362,0.865203
0.000362,1.322063
0.000363,1.389691
0.000363,1.048177
0.000363,0.398067
0.000364,-0.369239
0.000364,-1.027837
0.000364,-1.383826
0.000365,-1.332401
0.000365,-0.888700
0.000366,-0.183355
0.000366,0.575972
0.000366,1.165726
0.000367,1.412275
0.000367,1.243034
0.000367,0.707827
0.000368,-0.035772
0.000368,-0.768840
0.000369,-1.275552
0.000369,-1.406725
0.000369,-1.123741
0.000370,-0.509914
0.000370,0.254038
0.000370,0.943198
0.000371,1.354669
0.000371,1.367309
0.000372,0.977396
0.000372,0.299726
0.000372,-0.466188
0.000373,-1.094849
0.000373,-1.401174
0.000373,-1.294976
0.000374,-0.807521
0.000374,-0.082321
0.000375,0.667114
0.000375,1.220143
0.000375,1.413947
0.000376,1.191467
0.000376,0.618205
0.000376,-0.137065
0.000377,-0.851981
0.000377,-1.316063
0.000378,-1.392680
0.000378,-1.059275
0.000378,-0.414006
0.000379,0.353151
0.000379,1.016336
0.000379,1.380300
0.000380,1.337886
0.000380,0.901582
0.000381,0.199841
0.000381,-0.560736
0.000381,-1.156225
0.000382,-1.411307
0.000382,-1.250883
0.000382,-0.722184
0.000383,0.019135
0.000383,0.754821
0.000384,1.268278
0.000384,1.408338
0.000384,1.133766
0.000385,0.525399
0.000385,-0.237651
0.000385,-0.930734
0.000386,-1.349798
0.000386,-1.371464
0.000387,-0.989354
0.000387,-0.315967
0.000387,0.450446
0.000388,1.084241
0.000388,1.398823
0.000388,1.301574
0.000389,0.821125
0.000389,0.098927
0.000390,-0.652396
0.000390,-1.211646
0.000390,-1.414172
0.000391,-1.200349
0.000391,0.633128
0.000391,-0.120494
0.000392,-0.838641
0.000392,-1.309881
0.000393,-1.395477
0.000393,-1.070226
0.000393,-0.429888
0.000394,0.337014
0.000394,1.004695
0.000394,1.376582
0.000395,1.343186
0.000395,0.914339
0.000396,0.216300
0.000396,-0.545421
0.000396,-1.146563
0.000397,-1.410143
0.000397,-1.258559
0.000397,-0.736440
0.000398,0.002496
0.000398,0.740697
0.000399,1.260828
0.000399,1.409756
0.000399,1.143634
0.000400,0.540812
0.000400,-0.221232
0.000400,-0.918142
0.000401,-1.344740
0.000401,-1.375430
0.000401,-1.001176
0.000402,-0.332164
0.000402,0.434642
0.000403,1.073483
0.000403,1.396278
0.000403,1.307991
0.000404,0.834616
0.000404,0.115519
0.000404,-0.637588
0.000405,-1.202981
0.000405,-1.414202
0.000406,-1.209064
0.000406,-0.647963
0.000406,0.103906
0.000407,0.825184
0.000407,1.303518
0.000407,1.398080
0.000408,1.081029
0.000408,0.445711
0.000409,-0.320830
0.000409,-0.992915
0.000409,-1.372674
0.000410,-1.348300
0.000410,-0.926970
0.000410,-0.232729
0.000411,0.530031
0.000411,1.136743
0.000412,1.408784
0.000412,1.266061
0.000412,0.750595
0.000413,0.014144
0.000413,-0.726471
0.000413,-1.253204
0.000414,-1.410978
0.000414,-1.153343
0.000415,-0.556149
0.000415,0.204782
0.000415,0.905422
0.000416,1.339495
0.000416,1.379204
0.000416,1.012859
0.000417,0.348315
0.000417,-0.418777
0.000418,-1.062576
0.000418,-1.393539
0.000418,-1.314228
0.000419,-0.847991
0.000419,-0.132095
0.000419,0.622691
0.000420,1.194149
0.000420,1.414035
0.000421,1.217612
0.000421,0.662708
0.000421,-0.087305
0.000422,-0.811614
0.000422,-1.296974
0.000422,-1.400489
0.000423,-1.091683
0.000423,-0.461472
0.000424,0.304602
0.000424,0.980998
0.000424,1.368575
0.000425,1.353227
0.000425,0.939473
0.000425,0.249125
0.000426,-0.514567
0.000426,-1.126765
0.000427,-1.407229
0.000427,-1.273388
0.000427,-0.764645
0.000428,-0.030782
0.000428,0.712145
0.000428,1.245406
0.000429,1.412005
0.000429,1.162892
0.000430,0.571410
0.000430,-0.188303
0.000430,-0.892577
0.000431,-1.334066
0.000431,-1.382789
0.000431,-1.024401
0.000432,-0.364418
0.000432,0.402855
0.000433,1.051522
0.000433,1.390608
0.000433,1.320282
0.000434,0.861249
0.000434,0.148653
0.000434,-1.276985
0.000435,-0.771631
0.000435,-0.039099
0.000436,0.704944
0.000436,1.241443
0.000436,1.412446
0.000437,1.167607
0.000437,0.579010
0.000437,-0.180054
0.000438,-0.886108
0.000438,-1.331281
0.000439,-1.384509
0.000439,-1.030120
0.000439,-0.372451
0.000440,0.394873
0.000440,1.045940
0.000440,1.389070
0.000441,1.323241
0.000441,0.867833
0.000442,0.156924
0.000442,-0.600185
0.000442,-1.180592
0.000443,-1.413418
0.000443,-1.230117
0.000443,-0.684654
0.000444,0.062380
0.000444,0.791048
0.000445,1.286822
0.000445,1.403740
0.000445,1.107379
0.000446,0.484992
0.000446,-0.280182
0.000446,-0.962868
0.000447,-1.362073
0.000447,-1.360267
0.000448,-0.957982
0.000448,-0.273655
0.000448,0.491239
0.000449,1.111507
0.000449,1.404533
0.000449,1.284047
0.000450,0.785522
0.000450,0.055730
0.000451,-0.690470
0.000451,-1.233387
0.000451,-1.413180
0.000452,-1.176915
0.000452,-0.594151
0.000452,0.163537
0.000453,0.873079
0.000453,1.325575
0.000454,1.387805
0.000454,1.041449
0.000454,0.388477
0.000455,-0.378867
0.000455,-1.034669
0.000455,-1.385850
0.000456,-1.329021
0.000456,-0.880911
0.000457,-0.173450
0.000457,0.585076
0.000457,1.171349
0.000458,1.412763
0.000458,1.238241
0.000458,0.699166
0.000459,-0.045752
0.000459,-0.777200
0.000460,-1.279831
0.000460,-1.405664
0.000460,-1.117652
0.000461,-0.500589
0.000461,0.263853
0.000461,0.950614
0.000462,1.357502
